sender_id,receiver_id,amount,timestamp,fraud_label
U020,U028,658.58,1735821924,0
U004,U003,502.37,1735822214,0
U006,U023,112.92,1735824722,0
U021,U012,416.77,1735825279,0
U002,U024,415.01,1735825893,0
U025,U006,503.87,1735828629,0
U003,U021,586.08,1735829621,0
U022,U025,138.51,1735830363,0
U009,U023,457.46,1735830956,0
U020,U019,298.82,1735833238,0
U026,U015,614.12,1735836118,0
U022,U004,344.16,1735836370,0
U001,U016,574.2,1735837185,0
U003,U015,605.34,1735837770,0
U013,U009,96.92,1735838282,0
U008,U002,247.15,1735838329,0
U013,U004,849.77,1735838936,0
U005,U025,844.54,1735839295,0
U023,U001,776.79,1735840513,0
U020,U030,781.07,1735840949,0
U007,U028,401.32,1735842712,0
U018,U014,229.58,1735844072,0
U019,U009,72.9,1735845987,0
U018,U025,671.79,1735847739,0
U002,U009,886.18,1735849841,0
U008,U020,551.29,1735851967,0
U029,U028,389.48,1735852302,0
U003,U019,292.13,1735854394,0
U015,U009,686.53,1735856759,0
U028,U021,296.66,1735857096,0
U016,U013,800.83,1735858119,0
U009,U024,845.52,1735859478,0
U014,U027,538.79,1735861227,0
U029,U023,310.62,1735861419,0
U007,U024,99.82,1735862946,0
U022,U028,516.96,1735863503,0
U006,U013,345.53,1735865282,0
U007,U024,308.08,1735865678,0
U015,U029,667.01,1735866118,0
U011,U016,419.94,1735866711,0
U012,U022,478.09,1735867731,0
U007,U019,689.53,1735870444,0
U004,U003,852.74,1735870746,0
U008,U006,731.53,1735872029,0
U022,U014,320.52,1735872369,0
U018,U007,655.78,1735873448,0
U019,U008,46.18,1735875156,0
U009,U011,560.15,1735877717,0
U029,U021,535.08,1735877910,0
U030,U026,503.07,1735878194,0
U010,U015,639.07,1735881097,0
U007,U018,446.94,1735882527,0
U029,U014,61.32,1735882685,0
U024,U018,503.52,1735885425,0
U019,U025,506.29,1735885677,0
U005,U022,631.36,1735886460,0
U009,U027,787.6,1735888516,0
U058,U047,749.44,1736189901,0
U041,U057,476.65,1736190272,0
U036,U049,104.56,1736190301,0
U034,U048,822.98,1736193623,0
U051,U054,462.11,1736194120,0
U039,U058,110.44,1736194681,0
U045,U036,636.84,1736197188,0
U046,U045,333.01,1736203068,0
U035,U040,79.14,1736203893,0
U041,U051,230.38,1736206171,0
U039,U059,450.85,1736206729,0
U058,U048,70.87,1736207536,0
U040,U054,779.26,1736208259,0
U035,U040,750.9,1736208319,0
U049,U050,610.18,1736211606,0
U058,U056,519.29,1736213272,0
U052,U058,157.63,1736215070,0
U038,U055,117.73,1736215406,0
U055,U051,645.35,1736215947,0
U047,U051,283.38,1736215952,0
U053,U058,579.43,1736216312,0
U051,U059,687.4,1736216492,0
U033,U039,893.34,1736219343,0
U038,U035,447.26,1736219586,0
U054,U059,331.3,1736219791,0
U040,U033,894.77,1736220651,0
U034,U055,205.62,1736220940,0
U048,U040,639.78,1736222703,0
U036,U058,441.96,1736223056,0
U032,U038,269.67,1736223944,0
U037,U051,477.09,1736225384,0
U040,U052,391.13,1736226241,0
U049,U053,461.09,1736228553,0
U056,U058,600.74,1736229473,0
U037,U058,57.53,1736229546,0
U059,U057,435.38,1736229705,0
U045,U034,597.03,1736229962,0
U059,U040,622.75,1736231012,0
U050,U057,245.8,1736231117,0
U041,U053,129.96,1736231759,0
U054,U053,138.5,1736232530,0
U047,U048,825.6,1736232734,0
U049,U032,696.27,1736235525,0
U047,U044,526.7,1736236800,0
U048,U031,484.3,1736239684,0
U049,U053,731.36,1736241457,0
U039,U046,766.96,1736241823,0
U041,U055,397.33,1736242237,0
U034,U056,218.7,1736244918,0
U058,U041,196.38,1736245205,0
U045,U033,161.05,1736248743,0
U050,U039,62.24,1736249611,0
U045,U039,303.7,1736250034,0
U043,U059,455.56,1736251782,0
U039,U053,109.82,1736252479,0
U042,U043,410.39,1736253614,0
U049,U039,317.18,1736253955,0
U032,U056,66.69,1736254423,0
U038,U052,203.51,1736255300,0
U032,U046,115.73,1736255764,0
U035,U039,436.59,1736256178,0
U049,U037,439.93,1736256772,0
U035,U033,443.76,1736259074,0
U031,U056,618.16,1736260250,0
U059,U050,643.02,1736262022,0
U046,U048,600.3,1736262517,0
U042,U057,262.18,1736262910,0
U054,U046,756.24,1736264624,0
U038,U052,628.58,1736264934,0
U041,U045,636.56,1736265154,0
U054,U058,529.52,1736265257,0
U032,U042,724.68,1736266504,0
U054,U035,117.51,1736266961,0
U039,U058,852.0,1736266969,0
U043,U050,348.7,1736267161,0
U043,U046,821.31,1736267549,0
U045,U034,443.08,1736269315,0
U058,U049,891.43,1736269653,0
U059,U051,595.85,1736270584,0
U040,U034,537.67,1736271377,0
U058,U048,366.81,1736272610,0
U032,U060,411.54,1736274094,0
U036,U032,263.73,1736275413,0
U045,U049,456.53,1736276747,0
U033,U047,339.25,1736276974,0
U044,U047,64.96,1736277714,0
U054,U048,84.79,1736281340,0
U055,U057,237.9,1736281958,0
U057,U037,294.77,1736284202,0
U056,U045,68.69,1736285246,0
U035,U057,503.89,1736285507,0
U038,U041,611.01,1736286336,0
U049,U053,820.9,1736287984,0
U036,U037,107.91,1736289881,0
U038,U046,514.09,1736290154,0
U050,U048,63.19,1736292890,0
U058,U052,662.83,1736293779,0
U041,U034,874.36,1736295552,0
U040,U049,51.76,1736296552,0
U038,U050,369.35,1736297282,0
U052,U059,506.63,1736297930,0
U058,U033,277.57,1736298374,0
U059,U043,279.3,1736300110,0
U046,U049,496.59,1736301143,0
U056,U032,338.6,1736301896,0
U041,U059,126.31,1736305023,0
U057,U033,279.88,1736307775,0
U048,U056,507.35,1736308965,0
U051,U044,156.7,1736310631,0
U045,U039,613.48,1736311563,0
U058,U031,533.7,1736312649,0
U044,U046,632.86,1736312784,0
U042,U034,620.36,1736313194,0
U039,U045,757.86,1736313389,0
U048,U056,246.68,1736314404,0
U036,U038,226.09,1736316529,0
U051,U054,803.2,1736317512,0
U033,U039,659.26,1736317677,0
U041,U031,770.64,1736318103,0
U036,U050,414.86,1736318502,0
U032,U033,301.75,1736318738,0
U052,U043,329.3,1736319179,0
U053,U043,850.7,1736320795,0
U056,U050,234.09,1736326589,0
U036,U041,52.17,1736329620,0
U056,U043,51.97,1736330259,0
U034,U035,241.93,1736330514,0
U039,U051,735.05,1736330678,0
U052,U043,739.67,1736333804,0
U031,U051,800.44,1736336769,0
U052,U032,170.49,1736337145,0
U050,U057,144.11,1736337955,0
U050,U053,247.11,1736342471,0
U040,U055,296.76,1736343462,0
U052,U058,780.04,1736343510,0
U033,U046,852.9,1736343628,0
U046,U032,148.57,1736344312,0
U043,U054,210.56,1736344814,0
U032,U037,721.66,1736345587,0
U048,U056,397.91,1736345871,0
U048,U046,416.47,1736346371,0
U055,U054,877.3,1736348565,0
U055,U042,184.3,1736348786,0
U038,U056,439.65,1736349594,0
U032,U038,485.86,1736352819,0
U052,U038,834.56,1736353455,0
U043,U047,103.71,1736354605,0
U046,U034,64.83,1736354756,0
U034,U045,866.28,1736356214,0
U052,U039,542.72,1736356991,0
U052,U042,99.3,1736359349,0
U044,U034,508.32,1736359373,0
U041,U051,635.73,1736359950,0
U044,U036,671.06,1736360113,0
U038,U052,99.01,1736360453,0
U054,U035,392.58,1736361246,0
U053,U040,58.87,1736362150,0
U052,U056,660.0,1736362400,0
U060,U056,367.86,1736363582,0
U035,U044,430.13,1736365363,0
U033,U059,322.57,1736366378,0
U053,U056,299.36,1736368974,0
U043,U039,46.96,1736369378,0
U054,U048,857.75,1736370522,0
U040,U052,867.35,1736370561,0
U033,U041,230.57,1736370947,0
U060,U041,787.86,1736372445,0
U060,U040,416.78,1736372642,0
U051,U058,439.27,1736373383,0
U054,U048,324.48,1736373849,0
U032,U042,680.45,1736374471,0
U046,U054,291.0,1736374519,0
U040,U032,239.07,1736374924,0
U052,U053,726.4,1736379439,0
U055,U046,439.79,1736381234,0
U049,U051,91.8,1736383609,0
U034,U046,356.98,1736385948,0
U055,U046,577.85,1736388826,0
U039,U055,547.04,1736388883,0
U037,U046,321.09,1736389151,0
U002,U056,1018.23,1736595520,0
U007,U093,213.18,1736598401,0
U052,U074,813.72,1736601890,0
U115,U039,214.95,1736612484,0
U116,U044,219.85,1736615449,0
U030,U097,1349.94,1736620353,0
U083,U003,188.29,1736630028,0
U098,U056,614.66,1736637952,0
U095,U079,586.5,1736638294,0
U004,U086,1231.01,1736638610,0
U036,U076,461.26,1736638646,0
U045,U012,284.76,1736639009,0
U051,U076,863.82,1736640861,0
U041,U110,1330.41,1736642252,0
U014,U095,1192.16,1736650268,0
U028,U034,1103.83,1736651713,0
U060,U004,772.19,1736652768,0
U029,U078,1274.87,1736653233,0
U102,U013,685.88,1736653355,0
U112,U083,1231.32,1736653755,0
U106,U056,181.54,1736655581,0
U047,U069,1156.08,1736659677,0
U065,U033,300.71,1736661941,0
U116,U068,510.17,1736663079,0
U032,U099,376.79,1736665273,0
U096,U043,1358.72,1736666001,0
U043,U066,263.27,1736668539,0
U022,U046,263.72,1736668985,0
U037,U118,1277.28,1736669078,0
U005,U071,235.58,1736669653,0
U064,U033,86.86,1736670410,0
U027,U114,267.01,1736671360,0
U082,U103,1117.26,1736673154,0
U105,U024,999.73,1736673200,0
U080,U115,967.74,1736673660,0
U048,U111,1325.37,1736678090,0
U014,U098,1187.05,1736678884,0
U054,U063,741.05,1736680264,0
U086,U037,767.87,1736680904,0
U058,U092,673.65,1736680977,0
U025,U098,948.03,1736682663,0
U114,U078,639.85,1736689025,0
U095,U037,515.42,1736689172,0
U083,U065,290.49,1736690010,0
U012,U113,266.59,1736691433,0
U116,U081,283.65,1736691737,0
U095,U010,88.93,1736693328,0
U113,U020,1008.97,1736693574,0
U105,U020,712.59,1736694668,0
U080,U083,592.72,1736696482,0
U045,U108,812.26,1736696566,0
U063,U066,677.23,1736697636,0
U077,U070,433.92,1736697765,0
U031,U106,218.01,1736698645,0
U060,U092,822.35,1736698785,0
U061,U074,791.07,1736701012,0
U067,U071,347.0,1736702131,0
U077,U027,1001.17,1736702472,0
U102,U018,1322.31,1736702806,0
U074,U089,827.63,1736703086,0
U073,U116,1218.1,1736705001,0
U065,U083,833.77,1736707198,0
U084,U061,347.1,1736707310,0
U065,U087,525.54,1736707585,0
U091,U051,440.79,1736707709,0
U005,U061,368.71,1736709140,0
U094,U072,544.62,1736709625,0
U062,U075,56.12,1736710011,0
U076,U075,569.2,1736710368,0
U084,U051,1056.26,1736710403,0
U077,U072,242.77,1736710992,0
U041,U085,453.64,1736711824,0
U087,U083,831.0,1736712702,0
U063,U082,783.26,1736713270,0
U064,U089,748.8,1736713631,0
U081,U071,96.68,1736714374,0
U013,U103,577.86,1736714381,0
U072,U068,64.24,1736715574,0
U065,U063,294.38,1736716113,0
U076,U089,359.24,1736716493,0
U070,U081,308.71,1736716758,0
U085,U072,481.38,1736718187,0
U086,U080,433.12,1736718660,0
U049,U114,1099.76,1736719443,0
U069,U042,756.92,1736719958,0
U001,U083,306.23,1736720634,0
U088,U081,325.46,1736722230,0
U083,U089,483.68,1736722283,0
U081,U084,609.44,1736723403,0
U064,U085,675.36,1736723708,0
U064,U083,785.15,1736724151,0
U085,U076,205.12,1736725661,0
U059,U095,1381.12,1736726242,0
U061,U070,778.23,1736727529,0
U087,U083,598.97,1736727885,0
U061,U070,225.46,1736728795,0
U091,U017,1033.29,1736730040,0
U080,U063,799.67,1736730384,0
U085,U080,735.78,1736732995,0
U106,U061,88.73,1736734210,0
U083,U063,473.91,1736734835,0
U064,U066,260.13,1736735081,0
U065,U079,255.56,1736735343,0
U036,U078,291.38,1736736361,0
U005,U037,1156.09,1736736815,0
U072,U011,626.39,1736737062,0
U070,U072,341.88,1736737154,0
U075,U084,451.54,1736737383,0
U100,U006,824.42,1736738155,0
U072,U062,382.4,1736739357,0
U081,U064,496.32,1736740430,0
U077,U024,764.81,1736741779,0
U062,U071,213.37,1736741889,0
U094,U060,824.28,1736744848,0
U062,U061,215.8,1736744973,0
U087,U057,1214.55,1736745416,0
U003,U102,811.57,1736746080,0
U039,U013,969.25,1736747652,0
U088,U070,681.39,1736747683,0
U111,U071,868.0,1736749850,0
U053,U086,472.63,1736750683,0
U080,U021,960.12,1736751216,0
U067,U076,422.44,1736751495,0
U087,U081,740.93,1736751536,0
U061,U073,719.39,1736751972,0
U061,U082,483.22,1736753022,0
U061,U063,716.64,1736753450,0
U078,U083,372.45,1736755659,0
U081,U073,883.69,1736756092,0
U120,U029,795.62,1736757846,0
U050,U062,823.45,1736758691,0
U038,U099,348.4,1736759130,0
U079,U071,53.57,1736759164,0
U080,U083,753.34,1736759709,0
U052,U117,1199.18,1736760972,0
U070,U063,696.28,1736761110,0
U076,U081,420.16,1736761209,0
U079,U075,437.04,1736763464,0
U062,U063,357.11,1736764855,0
U067,U045,230.42,1736765420,0
U085,U065,697.18,1736765476,0
U073,U084,590.52,1736765494,0
U042,U103,691.24,1736767741,0
U064,U086,287.77,1736768544,0
U063,U077,420.3,1736768982,0
U079,U076,493.16,1736770450,0
U080,U084,846.68,1736770755,0
U089,U062,311.41,1736770884,0
U082,U065,828.4,1736770925,0
U073,U075,667.47,1736771532,0
U092,U086,1358.33,1736773529,0
U081,U082,888.42,1736774327,0
U049,U104,593.26,1736774342,0
U064,U074,57.94,1736774736,0
U081,U079,511.59,1736774845,0
U118,U008,476.97,1736775087,0
U078,U073,593.4,1736775708,0
U067,U088,787.94,1736775729,0
U049,U083,542.83,1736775919,0
U089,U077,72.46,1736777880,0
U087,U115,134.93,1736778076,0
U072,U070,373.18,1736778300,0
U056,U072,303.43,1736778425,0
U070,U066,858.01,1736779183,0
U007,U116,1085.44,1736779472,0
U028,U042,202.05,1736779545,0
U064,U087,813.25,1736779630,0
U067,U086,480.62,1736780084,0
U055,U078,115.53,1736780234,0
U063,U069,742.36,1736781241,0
U076,U068,768.66,1736781380,0
U086,U069,548.62,1736781859,0
U052,U074,602.17,1736782901,0
U074,U078,351.17,1736784652,0
U077,U078,564.43,1736784993,0
U084,U075,77.58,1736785098,0
U074,U076,333.17,1736786607,0
U074,U069,68.14,1736786732,0
U015,U038,792.48,1736787357,0
U095,U040,576.93,1736787365,0
U119,U078,517.88,1736787678,0
U074,U071,611.99,1736787720,0
U063,U085,496.22,1736788217,0
U026,U112,633.4,1736790416,0
U084,U075,809.39,1736790956,0
U049,U082,581.7,1736792019,0
U079,U073,490.61,1736793347,0
U090,U061,396.81,1736793528,0
U061,U040,626.23,1736793854,0
U086,U072,415.78,1736794463,0
U088,U065,527.04,1736794663,0
U052,U095,1024.11,1736796451,0
U078,U071,616.21,1736797291,0
U096,U033,826.33,1736798235,0
U039,U025,1008.96,1736798268,0
U079,U085,664.88,1736798359,0
U080,U072,246.89,1736798800,0
U085,U073,472.5,1736799349,0
U084,U083,853.54,1736799471,0
U078,U085,563.64,1736800553,0
U063,U070,421.08,1736800752,0
U062,U077,768.68,1736801345,0
U069,U080,234.5,1736802089,0
U063,U088,113.41,1736802813,0
U074,U089,131.04,1736803809,0
U075,U090,481.48,1736804280,0
U067,U019,270.33,1736804739,0
U062,U069,648.55,1736804791,0
U088,U081,311.88,1736804881,0
U004,U069,1103.15,1736805418,0
U082,U064,461.63,1736805877,0
U082,U085,244.28,1736806044,0
U064,U085,94.66,1736807112,0
U097,U074,215.19,1736807198,0
U080,U070,687.06,1736807283,0
U097,U075,1132.94,1736807515,0
U077,U065,863.64,1736807701,0
U084,U089,224.92,1736807972,0
U077,U063,306.95,1736808066,0
U089,U068,395.88,1736808482,0
U073,U081,496.28,1736808538,0
U086,U065,94.27,1736809577,0
U116,U024,699.73,1736809730,0
U112,U046,628.63,1736809772,0
U066,U087,854.95,1736810211,0
U080,U081,476.08,1736810897,0
U068,U079,245.68,1736812549,0
U065,U062,286.72,1736813451,0
U081,U067,316.51,1736814283,0
U116,U071,826.93,1736814509,0
U071,U066,466.73,1736820022,0
U071,U086,184.59,1736823420,0
U030,U062,383.29,1736825863,0
U066,U083,614.66,1736826828,0
U062,U066,677.88,1736827510,0
U074,U066,151.1,1736829213,0
U017,U100,389.09,1736829827,0
U087,U090,469.85,1736830123,0
U077,U073,890.65,1736831952,0
U072,U063,859.93,1736832227,0
U092,U060,178.14,1736832236,0
U071,U065,78.13,1736832734,0
U079,U112,123.43,1736833070,0
U064,U112,1136.07,1736833373,0
U108,U083,1293.29,1736833576,0
U064,U089,603.05,1736834129,0
U035,U061,424.22,1736834641,0
U077,U087,889.97,1736834867,0
U078,U062,544.36,1736836816,0
U002,U087,1197.64,1736837375,0
U079,U075,625.77,1736837578,0
U040,U099,160.46,1736838248,0
U070,U085,318.97,1736838391,0
U080,U032,1222.49,1736839119,0
U089,U062,426.77,1736839456,0
U088,U071,535.15,1736839913,0
U088,U065,326.69,1736842361,0
U087,U085,516.62,1736843316,0
U085,U065,718.23,1736845833,0
U082,U067,591.87,1736846138,0
U089,U085,571.51,1736846164,0
U062,U069,379.93,1736846709,0
U084,U089,604.65,1736847594,0
U066,U088,211.74,1736848108,0
U063,U090,109.48,1736849061,0
U075,U078,230.53,1736850846,0
U081,U064,756.98,1736850989,0
U088,U078,878.11,1736852581,0
U065,U063,148.52,1736853261,0
U063,U067,858.11,1736854213,0
U072,U068,670.33,1736854293,0
U082,U080,85.03,1736854983,0
U064,U062,245.06,1736857097,0
U065,U089,255.0,1736857681,0
U072,U079,815.46,1736858637,0
U076,U069,71.49,1736859181,0
U080,U065,693.79,1736861437,0
U079,U077,222.96,1736861759,0
U062,U085,713.58,1736862327,0
U083,U068,470.23,1736864724,0
U082,U077,120.37,1736865356,0
U066,U086,571.34,1736866276,0
U089,U087,206.85,1736867414,0
U074,U064,283.59,1736867461,0
U071,U088,592.8,1736869085,0
U088,U072,125.44,1736869346,0
U073,U065,179.53,1736871225,0
U077,U081,409.97,1736873567,0
U083,U088,159.36,1736874552,0
U089,U085,340.46,1736880278,0
U077,U086,504.2,1736883231,0
U087,U065,616.3,1736883265,0
U079,U078,860.64,1736883303,0
U086,U072,101.98,1736884121,0
U071,U064,46.65,1736885425,0
U072,U089,612.19,1736886282,0
U064,U086,540.44,1736887958,0
U076,U075,688.82,1736888797,0
U061,U067,275.01,1736889461,0
U088,U078,356.1,1736889512,0
U101,U102,2654.37,1736889600,1
U102,U103,2399.43,1736889660,1
U103,U104,2662.61,1736889720,1
U104,U105,2898.79,1736889780,1
U105,U106,2938.94,1736889840,1
U106,U101,2927.62,1736889900,1
U101,U102,2598.1,1736890500,1
U102,U103,2545.19,1736890560,1
U103,U104,2635.6,1736890620,1
U104,U105,2035.73,1736890680,1
U105,U106,3170.6,1736890740,1
U106,U101,2209.69,1736890800,1
U101,U102,2601.83,1736891400,1
U102,U103,3133.36,1736891460,1
U103,U104,2520.18,1736891520,1
U104,U105,3060.22,1736891580,1
U105,U106,2941.25,1736891640,1
U106,U101,1989.82,1736891700,1
U101,U102,2850.13,1736892300,1
U102,U103,2376.23,1736892360,1
U103,U104,1883.0,1736892420,1
U104,U105,2188.25,1736892480,1
U105,U106,2718.25,1736892540,1
U106,U101,2782.0,1736892600,1
U101,U102,1985.77,1736893200,1
U102,U103,2004.74,1736893260,1
U103,U104,2250.94,1736893320,1
U104,U105,2146.58,1736893380,1
U105,U106,2980.98,1736893440,1
U106,U101,2349.78,1736893500,1
U101,U102,1999.04,1736894100,1
U102,U103,2685.36,1736894160,1
U103,U104,2678.94,1736894220,1
U104,U105,2325.24,1736894280,1
U105,U106,1905.72,1736894340,1
U106,U101,2912.44,1736894400,1
U101,U102,2876.44,1736895000,1
U102,U103,2363.99,1736895060,1
U103,U104,2849.72,1736895120,1
U104,U105,2772.59,1736895180,1
U105,U106,3028.24,1736895240,1
U106,U101,2436.57,1736895300,1
U101,U102,2483.26,1736895900,1
U102,U103,2614.74,1736895960,1
U103,U104,3016.47,1736896020,1
U104,U105,2986.03,1736896080,1
U105,U106,1930.4,1736896140,1
U106,U101,3161.01,1736896200,1
U101,U102,2688.78,1736896800,1
U102,U103,2776.2,1736896860,1
U103,U104,2990.15,1736896920,1
U104,U105,2913.95,1736896980,1
U105,U106,2356.8,1736897040,1
U106,U101,3155.38,1736897100,1
U101,U102,2954.79,1736897700,1
U102,U103,2492.6,1736897760,1
U103,U104,2252.01,1736897820,1
U104,U105,2197.03,1736897880,1
U105,U106,2566.23,1736897940,1
U106,U101,1982.83,1736898000,1
U101,U102,2993.39,1736898600,1
U102,U103,2903.63,1736898660,1
U103,U104,3051.82,1736898720,1
U104,U105,2867.16,1736898780,1
U105,U106,1864.32,1736898840,1
U106,U101,2676.65,1736898900,1
U101,U102,2971.38,1736899500,1
U102,U103,1822.79,1736899560,1
U103,U104,3101.21,1736899620,1
U104,U105,2021.18,1736899680,1
U105,U106,2439.13,1736899740,1
U106,U101,3188.57,1736899800,1
U101,U102,2398.92,1736900400,1
U102,U103,3193.97,1736900460,1
U103,U104,3073.17,1736900520,1
U104,U105,3035.01,1736900580,1
U105,U106,2222.61,1736900640,1
U106,U101,3024.19,1736900700,1
U101,U102,3027.23,1736901300,1
U102,U103,1930.68,1736901360,1
U103,U104,2304.61,1736901420,1
U104,U105,1915.39,1736901480,1
U105,U106,2730.31,1736901540,1
U106,U101,2708.48,1736901600,1
U110,U021,1462.14,1737189600,1
U110,U022,2150.73,1737189645,1
U110,U023,2271.19,1737189690,1
U110,U024,2306.28,1737189735,1
U110,U025,1915.08,1737189780,1
U110,U081,1509.44,1737189825,1
U110,U082,1514.22,1737189870,1
U110,U083,1656.11,1737189915,1
U110,U084,1493.53,1737189960,1
U110,U085,2112.42,1737190005,1
U110,U021,2023.33,1737190050,1
U110,U022,1934.08,1737190095,1
U110,U023,1409.68,1737190140,1
U110,U024,1812.29,1737190185,1
U110,U025,1544.71,1737190230,1
U110,U081,2432.41,1737190275,1
U110,U082,2232.84,1737190320,1
U110,U083,1973.24,1737190365,1
U110,U084,1674.74,1737190410,1
U110,U085,1507.2,1737190455,1
U110,U021,2367.15,1737190500,1
U110,U022,1523.84,1737190545,1
U110,U023,1841.07,1737190590,1
U110,U024,1759.11,1737190635,1
U110,U025,1859.27,1737190680,1
U110,U081,2376.04,1737190725,1
U110,U082,2449.4,1737190770,1
U110,U083,2169.89,1737190815,1
U110,U084,2212.56,1737190860,1
U110,U085,1482.09,1737190905,1
U110,U021,2075.95,1737190950,1
U110,U022,2132.38,1737190995,1
U110,U023,1596.94,1737191040,1
U110,U024,1821.43,1737191085,1
U110,U025,1655.67,1737191130,1
U110,U081,2297.92,1737191175,1
U110,U082,2503.87,1737191220,1
U110,U083,2139.29,1737191265,1
U110,U084,1930.86,1737191310,1
U110,U085,1660.69,1737191355,1
U106,U101,844.81,1737191390,0
U099,U098,866.05,1737196393,0
U104,U120,760.34,1737199126,0
U110,U107,385.19,1737200152,0
U102,U116,386.8,1737201460,0
U105,U098,161.15,1737202865,0
U114,U109,245.78,1737202907,0
U104,U108,823.21,1737204126,0
U093,U120,478.92,1737204184,0
U110,U104,276.12,1737204636,0
U113,U093,505.4,1737205395,0
U095,U111,800.45,1737206835,0
U116,U105,69.93,1737207224,0
U097,U094,156.73,1737209012,0
U092,U118,782.85,1737210892,0
U102,U117,486.58,1737211256,0
U117,U104,483.14,1737212337,0
U101,U100,595.47,1737213051,0
U115,U102,482.88,1737217435,0
U100,U109,47.03,1737217779,0
U101,U119,487.49,1737220071,0
U113,U098,93.43,1737220591,0
U117,U110,625.14,1737220745,0
U111,U109,196.49,1737223425,0
U118,U102,878.82,1737223879,0
U102,U111,229.93,1737224614,0
U107,U106,804.76,1737224779,0
